attraction,attraction_city,mo_yr_posted_final,mo_yr_visited,num_contributions_user,num_helpful_user,num_helpful_votes,rating,rev_text,rev_title,user,user_loc
Central Park,New York City,Aug 2020,September 2019,4,1,0,5,This is a beautiful park. There has been alot of movies filmed in this park and they have maps to show you where the movies have been filmed. I highly recommend this park to everyone.,Wonderful park for a walk or just to site see,Brooke Z,
Central Park,New York City,Aug 2020,August 2020,94,19,0,5,"So many parts to this park! Some beautiful, some sketchy. Either way it's a must see place. So nice to have a little nature break in such a big city 🙂",Beautiful as always!,Lindsey S,"Long Beach, New York"
Central Park,New York City,Aug 2020,September 2019,61,11,0,5,"The magnificent and sprawling Central Park of New York City is the perfect get-away into the wilderness from the urban cacophony on the streets of the City. Whether you wander about, or jog, or sit and dream, or read, or rollerskate, or practise your music, or sketch or paint - it's just perfect. I fell in love with the Pond and the mirror-like surface reflecting the trees and sky. The statues of Shakespeare and Robert Burns had me mesmerized. Hearing their voices (at least dramatized ones!) was the icing on the cake, with the cherry too. Strawberry Fields, John Lennon's memorial, is a bittersweet spot full of musicians and weeping fans. My daughter and I always shed hot tears when we visit. I cried like a baby when I saw the Strawberry Fields in Liverpool, too. The iconic Carousel was renovated by Alan and Catherine Strook, of the famous law firm, and beckons to bring out your inner child. Take a ride and feel the wind in your hair. There are cycle rickshaws also if you are tired, costing $5 a minute. There are horse-drawn Victorias as well. The imposing historical statues at the entrances of the park are marvellously scultped. No visit to NYC is complete without a visit to Central Park, even it is a short stroll.","Famous Residents of Central Park, NYC.",piyali s,
Central Park,New York City,Aug 2020,September 2019,9,10,1,5,"Lovely place to exercise, hire a bike or just walk. A very calming experience, always find different paths to explore",Much bigger than you think,Harrybo,St Helens England
Central Park,New York City,Aug 2020,September 2019,24,62,3,5,Seeing many parts from films and the lovely surrounding it's so insane that this is in Central park !!!!! Next time we visit we plan to hire bikes to cycle at our own leisure last time we hired the cyclist to take us around,Absolute love it ,Stuart Frew,"Ingoldmells, United Kingdom"
Central Park,New York City,Aug 2020,December 2019,718,177,2,5,"Being fans of John Lennon, obviously a trip to the Imagine mosaic was of huge importance, made more significant by visiting on the anniversary of his death. Many like minded people were gathered, part vigil, part celebration, with some acoustic sing songs occurring. It was very moving. We visited Central Park every day of our three day trip, in awe of its size and changing vistas. Surrounded by the high rise buildings, which dominate the New York skyline, it was mind blowing to be there in person. The park is vast, over 800 acres. What we saw was a mere speck, but stunning nonetheless and will remain a treasured memory. A must visit when in New York.",Mindblowing,8pairs,"Melbourne, Australia"
Central Park,New York City,Aug 2020,September 2019,132,130,4,4,"My friend and I visited Central Park during our 3 day stay in NYC. It was quite cold when we were around, but the park somehow provided some extra general warmth. We walked mostly around the south end of the park, we were hoping to make it all around but not a chance. We had no idea of the size of the park, so if you plan on wanting to see everything I strongly recommend renting a bicycle or a sagway.",It's bigger than you can imagine,Alex Sico,"Calgary, Canada"
Central Park,New York City,Sep 2020,November 2019,993,206,1,5,"The park is huge so its not something you can do it all easily. We had been before in winter and just walked from one side to another. This time in warmer weather it was so nice to wander around and see the sights. Read up on the history as you go well worth it. Very pleasant , great place for photos.",Heaps to see and do,Lorraine C,"Auckland Central, New Zealand"
Central Park,New York City,Sep 2020,September 2020,5,5,1,5,"The Mark Hotel got us a guide from Private Museum tours who was incredible, especially as her ""job"" was leading my grandchildren, ages 5 and 3.",Return to New York and The Mark,cometsnooks,Key Biscayne
Central Park,New York City,Sep 2020,September 2020,120,65,3,5,Clean. Beautiful. Romantic. Lots of playgrounds. Many joggers and bicyclists. At times different musicians playing for tips. Felt safe at all times.,Romantic stroll,Ariaceliz O,"Newark, New Jersey"
Central Park,New York City,Sep 2020,September 2020,134,81,1,5,"wonderful place to spend an afternoon. nice and relaxing. great for kids. Good for walking or jogging, or just people watching.",nice and relaxing,Jay S,"ft. lauderdale, fl"
Central Park,New York City,Sep 2020,October 2019,94,77,3,4,Central Park is an iconic location of New York City and was only a short subway ride away from our Midtown Manhattan accommodation. The park is large so a plan and plenty of time is needed to see the things you want to see. Bow Bridge is a must and being there in October the trees were lovely in their Autumn/Fall colors.,Bow Bridge is a must,rafrew,"Townsville, Australia"
Central Park,New York City,Sep 2020,September 2020,204,114,3,4,"We found this place very peaceful, and it was even possible to find little areas of solitude among this place of so many people. I recommend having a little picnic and enjoying the scenery. We also tried to take pictures of all the bridges for a blog post.",Oasis in the concrete jungle,Chris Mayfield,"Kolding, Denmark"
Central Park,New York City,Oct 2020,November 2019,3,3,1,5,We found that the park was very similar in design having been designed by the same firm as the ones in out home town of Louisville Kentucky. Gentle rolling hills and well designed public areas.,The Park,John H,
Central Park,New York City,Sep 2020,June 2020,322,121,3,5,"So much to do and see! I definitely recommend making a plan and spend the entire day here! There are also so many paths for biking, skating, running and walking!",HUGE! So much to see and do!,mssoellegant,"Louisville, Kentucky"
Central Park,New York City,Sep 2020,September 2020,174,48,1,5,This is my favorite park in Manhattan it separates the East and West side between midtown-uptown with the beautiful green lawn,My favorite park ,Dillon X,"Center Moriches, New York"
Central Park,New York City,Oct 2020,September 2020,15,3,0,5,"We had already seen this park in many photos and in real life it is even more beautiful, lush vegetation, a real breath of fresh air",Like in a photo,Maria.C,"Chicago, Illinois"
Central Park,New York City,Sep 2020,September 2020,11,12,1,5,"We wandered through a bit of the park in the evening to be able to see the buildings and lights. Beautiful park, a must see!",Gorgeous at Night!,Lindsey N,"Annapolis, Maryland"
Central Park,New York City,Oct 2020,October 2020,68,67,3,5,"The pictures say it all. The perfect balance to NYC. When you are deep in the park you don't feel like you are in the city. Optionals include, running, bird watching, yoga, biking, skating, ice skating, dining, boating, volleyball, baseball, Frisbee...etc.",A Park With Everything ,Stephen C,"Columbus, Georgia"
Central Park,New York City,Sep 2020,October 2019,195,1,73,5,We miss new york a lot ... especially central park it was simply amazing.... you are at one with nature even in the busiest city in the world when you are at central park ... a must visit for all to unwind and relax .... also spotted so many shoot locations inside central park from famous movies and tv shows ... for more food and travel updates follow our page on instagram — bhavna and shahaan thank you,Love Love Love ,Bhavna And Shahaan,"Mumbai, India"
Central Park,New York City,Oct 2020,January 2020,426,93,3,5,"There is not any one park like central park, so romantic, so vivid, so relax and so much of fun. It has been shown in so many movies but you need to personally be here. It is a hugh park and takes time to enjoy the different portion. Sometimes you just lie down in the bench, the grass, then do nothing it can make a day happy. Everytime I visit New York no matter how tight my schedule it is, I will certainly come here and I can really feel, yes, I am in new york!","Because of central park, we know we're in NY city",Breeze,
Central Park,New York City,Sep 2020,September 2020,"1,255",172,3,5,"Central Park is no normal park. It is one huge playground filled with lakes, ponds, theaters, awesome gardens, bike and skating lanes, a couple ice rinks, beatiful bridges and tunnels, music, statues and all forms of entertainment. It is one of the most incredible parks in the world. It is a wonderfully amazing place that draws people to exercise, contemplation, strolling, jogging and exploration of its many hidden secrets. One cannot be a connoisseur of this city without bring an experienced explorer of this wondrous marvel.",Lucky NYC to Have This Treasure!,Skibumdude,"Vail, Colorado"
Central Park,New York City,Oct 2020,October 2020,"9,968",76,2,5,We have lived in NYC for more than 50 years and never tire of visiting Central Park at any time of the year. There is so much to do and see from lazing or playing ball on the extensive lawns to skating on the rinks to people watching at the fountains to the free concerts held at various locations.,We never tire of visiting Central Park at any time of the year,CasaHoffa,"Huatulco, Mexico"
Central Park,New York City,Oct 2020,October 2020,97,34,1,5,"By far, what our entire enjoyed the most was our visits to Central Park! It’s beautiful, historic and serene. It’s heavenly retreat from the hustle and bustle.",Our favorite ,edwardNsandra,"Orlando, Florida"
Central Park,New York City,Nov 2020,February 2020,1,1,1,5,My peaceful evening always begins with a walk in central park. Just love the surrounding. A must visit place for all tourists!,Peaceful Evenings,Alayna Smith,"New York City, New York"
Central Park,New York City,Oct 2020,October 2020,5,6,1,5,"Central Park is an amazing oasis in the middle of Manhattan, and it has been especially appreciated during this year. So much open space. For the most solitude, wander The Ramble, mid-park.",A needed oasis,Ben Lazo,United States
Central Park,New York City,Nov 2020,January 2020,2,2,1,5,Beautiful park under the sky of NY. Just loved the stroll and the stories it tell with the people walking around.,A lovely stroll,David Reed,
Central Park,New York City,Oct 2020,February 2020,4,5,1,5,"Although the park is becoming more and more beautiful, people do not take care of themselves. Please people, let's take care of ourselves",more and more beautiful,Ebony Cobb,"New York City, New York"
Central Park,New York City,Nov 2020,December 2019,34,42,3,5,I’ve visited in May 2018 and March 2019. If you’ve never visited Central Park turn you’ve definitely missed out. The pedicab tours are a great way to see the park and when you’ve done that spend some time walking around on foot to see the bits where the pedicabs and horse carriages can’t go. The Alice in wonderland statue is my favourite along with Strawberry Fields and the John Lennon imagine mosaic. Take a walk along the Mall and the amazing Bethesda Terrace and the beautiful Minton tiles at the Bethesda Arcade. Walk over to cherry hill for some amazing views across the lake. There are plenty of benches to sit on and people watch.,A beautiful green space in the amongst the hustle and bustle of a city,vix_36,"Liverpool, United Kingdom"
Central Park,New York City,Oct 2020,March 2020,72,29,1,5,"Even though it was a bit chilly, it was sunny so we spend the day walking around the park going to the must see sites in the park. Nice and relaxing. Lots of vendors selling art and performers.",Beautiful park,LVasian,"Las Vegas, Nevada"
Central Park,New York City,Oct 2020,October 2020,2,3,1,5,Stunningly beautiful park set amongst a completely unique and gorgeous NY skyline... unlike any other.,What makes New York a special city,Rory P,
Central Park,New York City,Nov 2020,December 2019,35,24,0,5,"Central Park is such a neat and beautiful place in NYC. From the various street performers to the architecture, to the peaceful surroundings, it is definitely a spot everyone should stop by while in the city.",Beautiful!,smiller324,"Indianapolis, Indiana"
Central Park,New York City,Oct 2020,October 2020,20,7,2,5,Central Park is always fun and free they have Maps around or just look on TripAdvisor we went to Strawberry Fields and just walked around and enjoy the evening,Cognition,Cognitionccnw,"Albion, Michigan"
Central Park,New York City,Nov 2020,November 2020,"53,802",407,0,5,We love Central Park! So much to see and do there! You can never do it all in a day and can take weeks or years to do it all and truly explore all the areas in the park! We do something new every time we go to the park!!,Amazing!!!,Lynn C,"New York City, New York"
Central Park,New York City,Nov 2020,November 2020,"1,037",281,0,5,"Came here with friends to have a nice walk post thanksgiving brunch. The weather was nice and this place is great for taking pictures. We really enjoyed our afternoon here. Just be aware some people think they don't need to wear a mask because they are outdoors. I understand taking the mask off briefly to eat, drink or take a picture, but walking around without a mask really is not a great way to show respect to other people's health and well-beings. If those runners can wear a mask when they are jogging, you, of course, can wear a mask while walking.",Good place for a walk but be aware of people not wearing masks,BHUANG69,"New Providence, New Jersey"
Central Park,New York City,Nov 2020,December 2019,6,2,0,4,"Central Park is so relaxing and really associable by the subway and the gardens are amazing. But the only downfall is its history I mean like what it was built by supremacists that got rid of a black and some white community which actually they got along and they had to just destroy that relation also Central Park Five and The Mine are just so dark history in a park that seems so innocent.Also, visit was on 2017 january 1",Amazing Place but drak history,DANIEL,"Boston, Massachusetts"
Central Park,New York City,Nov 2020,October 2020,699,229,1,5,We came here twice to bike and had a nice time. The bike lanes are all one-way and you can go at your own speed. The park was very busy both times but everyone kept at a safe distance. Park is very cleaned and well-maintained.,Nice bike lanes,KarenM1_10,"Bloomfield Hills, Michigan"
Central Park,New York City,Nov 2020,December 2019,6,1,0,4,"If you are stress out and need to relax this is the place for the new york folks.Best place to chill out with friends, families, and travelers. I have visited twice, had a really good experience and you will feel relaxed. Recommendations if you are a traveler be careful with outside cyclist tour people, they might cheat you with rates and won't show the places properly. Rather you can google yourself and if you are strong enough you can walk by. Carry water bottles, biscuits and other basic things which u needed. For travelers, if you have a good time you can spend or you can visit another time as there is a lot of good relaxing places to view. I strongly recommend this is one of the best places in the busiest state.",Best place to visit for relaxing,Ram Shetty,"Bengaluru, India"
Central Park,New York City,Nov 2020,November 2020,51,12,0,5,"Central Park has it all. Drink in the tranquility of an early morning while looking up at the sky scrapers getting increasingly taller to the south. All seasons are spectacular in all sections but early fall is particularly picturesque. Buskers, walkers, joggers, children’s entertainers, roller skaters, hawkers, jugglers, dogs by the dozens. No visit to the big apple could be considered authentic without a trip to its green heart.",Set your soul free,Fussy Mayo Man,"Dublin, Ireland"
Central Park,New York City,Nov 2020,November 2020,13,3,0,5,I always enjoy walking around the park and going to the zoo. And of course if you go you must have a real New York Hot Dog at the park,Always the greatest park,laorrantia,"Guayaquil, Ecuador"
Central Park,New York City,Nov 2020,November 2020,"1,857",176,0,5,We got our exercise by walking the many paths in the park. The beautiful landscape against the cityscape is spectacular.,Nice Walk in the Park,Mike C,"Whitefish, Montana"
Central Park,New York City,Nov 2020,November 2020,6,1,0,5,Countless things to do from bike rides to long walks to climbing rocks and watching waterfalls. The park is enormous and you can spend several days exploring and never see the same thing.,Unforgettable ,John S.,
Central Park,New York City,Nov 2020,December 2019,2,0,0,5,this is one of best places i have visited in my entire life... everything was calm and heart relieving,heart relieving,amal,Lebanon
Central Park,New York City,Nov 2020,December 2019,4,0,0,5,"Great place, bigger than some cities :) nice place to walk if you visited new york and you have a kids.",Very good,marco,Italy
Central Park,New York City,Nov 2020,December 2019,17,1,0,5,We came here in summer 2018. Had a nice relaxing walk through the park. We thought it is kind of similar to Hyde park.,Nice Park,Christine,"London, United Kingdom"
Central Park,New York City,Nov 2020,September 2020,8,0,0,5,"Without a doubt the best view of New York, good mix between the vegetation and the city in the distance, very clean and very well frequented",Beautiful,Mammie,United States
Central Park,New York City,Nov 2020,February 2020,3,0,0,5,Such a clean place in NYC. I feel relax every time i visit the place. people outside of New York City must come to this place and have a mind blowing experience,wonderful memory,Digitech Talk,"New York City, New York"
